stringa cercata;limite shared mem;thread per blocco;blocchi per SM;ripetizione;dimensione file;throughput
unevenstring;32;32;24;17;7000;193158736842,11
unevenstring;32;32;24;18;7000;193158736842,11
unevenstring;32;32;24;19;7000;193158736842,11
unevenstring;32;32;24;20;7000;193158736842,11
unevenstring;32;32;24;21;7000;193158736842,11
unevenstring;32;32;24;22;7000;193158736842,11
unevenstring;32;32;24;23;7000;193158736842,11
unevenstring;32;32;24;24;7000;193158736842,11
unevenstring;32;32;24;25;7000;193158736842,11
unevenstring;32;32;24;26;7000;193158736842,11
unevenstring;32;32;24;27;7000;193158736842,11
unevenstring;32;32;24;28;7000;198379243243,24
unevenstring;32;32;24;29;7000;198379243243,24
unevenstring;32;32;24;30;7000;203889777777,78
unevenstring;32;64;24;1;7000;244667733333,33
unevenstring;32;64;24;2;7000;244667733333,33
unevenstring;32;64;24;3;7000;244667733333,33
unevenstring;32;64;24;4;7000;244667733333,33
unevenstring;32;64;24;5;7000;236775225806,45
unevenstring;32;64;24;6;7000;244667733333,33
unevenstring;32;64;24;7;7000;236775225806,45
unevenstring;32;64;24;8;7000;236775225806,45
unevenstring;32;64;24;9;7000;244667733333,33
unevenstring;32;64;24;10;7000;236775225806,45
unevenstring;32;64;24;11;7000;236775225806,45
unevenstring;32;64;24;12;7000;244667733333,33
unevenstring;32;64;24;13;7000;236775225806,45
unevenstring;32;64;24;14;7000;236775225806,45
unevenstring;32;64;24;15;7000;236775225806,45
unevenstring;32;64;24;16;7000;229376000000,00
unevenstring;32;64;24;17;7000;236775225806,45
unevenstring;32;64;24;18;7000;236775225806,45
unevenstring;32;64;24;19;7000;229376000000,00
unevenstring;32;64;24;20;7000;236775225806,45
unevenstring;32;64;24;21;7000;236775225806,45
unevenstring;32;64;24;22;7000;229376000000,00
unevenstring;32;64;24;23;7000;229376000000,00
unevenstring;32;64;24;24;7000;236775225806,45
unevenstring;32;64;24;25;7000;229376000000,00
unevenstring;32;64;24;26;7000;229376000000,00
unevenstring;32;64;24;27;7000;229376000000,00
unevenstring;32;64;24;28;7000;236775225806,45
unevenstring;32;64;24;29;7000;236775225806,45
unevenstring;32;64;24;30;7000;244667733333,33
unevenstring;32;96;16;1;7000;244667733333,33
unevenstring;32;96;16;2;7000;244667733333,33
unevenstring;32;96;16;3;7000;244667733333,33
unevenstring;32;96;16;4;7000;236775225806,45
unevenstring;32;96;16;5;7000;244667733333,33
unevenstring;32;96;16;6;7000;244667733333,33
unevenstring;32;96;16;7;7000;244667733333,33
