thread;rep;throughput;target_string;file_size 
6;5;3.60645e+09;unevenstring;4000 
6;6;3.75834e+09;unevenstring;4000 
6;7;3.56355e+09;unevenstring;4000 
6;8;3.65676e+09;unevenstring;4000 
6;9;3.52759e+09;unevenstring;4000 
6;10;3.66315e+09;unevenstring;4000 
7;1;3.71835e+09;unevenstring;4000 
7;2;3.80263e+09;unevenstring;4000 
7;3;3.84446e+09;unevenstring;4000 
7;4;3.98319e+09;unevenstring;4000 
7;5;3.80954e+09;unevenstring;4000 
7;6;3.84446e+09;unevenstring;4000 
7;7;3.83742e+09;unevenstring;4000 
7;8;3.84799e+09;unevenstring;4000 
7;9;3.80954e+09;unevenstring;4000 
7;10;4.02524e+09;unevenstring;4000 
8;1;4.0761e+09;unevenstring;4000 
8;2;4.24095e+09;unevenstring;4000 
8;3;4.05247e+09;unevenstring;4000 
8;4;4.30185e+09;unevenstring;4000 
8;5;4.1943e+09;unevenstring;4000 
8;6;4.24095e+09;unevenstring;4000 
8;7;4.31513e+09;unevenstring;4000 
8;8;4.21538e+09;unevenstring;4000 
8;9;4.29744e+09;unevenstring;4000 
8;10;4.18176e+09;unevenstring;4000 
9;1;4.34643e+09;unevenstring;4000 
9;2;4.51e+09;unevenstring;4000 
9;3;4.34643e+09;unevenstring;4000 
9;4;4.49069e+09;unevenstring;4000 
9;5;4.49069e+09;unevenstring;4000 
9;6;4.31513e+09;unevenstring;4000 
9;7;4.4955e+09;unevenstring;4000 
9;8;4.38276e+09;unevenstring;4000 
9;9;4.4955e+09;unevenstring;4000 
9;10;4.44312e+09;unevenstring;4000 
10;1;4.68637e+09;unevenstring;4000 
10;2;4.55408e+09;unevenstring;4000 
10;3;4.58895e+09;unevenstring;4000 
10;4;4.68114e+09;unevenstring;4000 
10;5;4.7127e+09;unevenstring;4000 
10;6;4.63972e+09;unevenstring;4000 
10;7;4.53929e+09;unevenstring;4000 
10;8;4.59902e+09;unevenstring;4000 
10;9;4.41506e+09;unevenstring;4000 
10;10;4.69162e+09;unevenstring;4000 
11;1;4.64485e+09;unevenstring;4000 
11;2;4.80447e+09;unevenstring;4000 
11;3;4.76625e+09;unevenstring;4000 
11;4;4.73398e+09;unevenstring;4000 
11;5;4.78802e+09;unevenstring;4000 
11;6;4.72864e+09;unevenstring;4000 
11;7;4.82104e+09;unevenstring;4000 
11;8;4.8155e+09;unevenstring;4000 
11;9;4.79897e+09;unevenstring;4000 
11;10;4.65e+09;unevenstring;4000 
12;1;4.94611e+09;unevenstring;4000 
12;2;5.02312e+09;unevenstring;4000 
12;3;5.00514e+09;unevenstring;4000 
12;4;4.94611e+09;unevenstring;4000 
12;5;4.94029e+09;unevenstring;4000 
12;6;4.94029e+09;unevenstring;4000 
12;7;4.98728e+09;unevenstring;4000 
12;8;4.92868e+09;unevenstring;4000 
12;9;4.82659e+09;unevenstring;4000 
12;10;4.8155e+09;unevenstring;4000 
13;1;4.95781e+09;unevenstring;4000 
13;2;5.05947e+09;unevenstring;4000 
13;3;5.084e+09;unevenstring;4000 
13;4;5.05338e+09;unevenstring;4000 
13;5;4.96955e+09;unevenstring;4000 
13;6;4.66034e+09;unevenstring;4000 
13;7;5.09636e+09;unevenstring;4000 
13;8;4.88278e+09;unevenstring;4000 
13;9;5.05947e+09;unevenstring;4000 
13;10;4.96367e+09;unevenstring;4000 
14;1;5.00514e+09;unevenstring;4000 
14;2;5.03518e+09;unevenstring;4000 
14;3;5.00514e+09;unevenstring;4000 
14;4;5.1974e+09;unevenstring;4000 
14;5;4.99917e+09;unevenstring;4000 
14;6;5.25602e+09;unevenstring;4000 
14;7;4.89989e+09;unevenstring;4000 
14;8;5.18455e+09;unevenstring;4000 
14;9;5.115e+09;unevenstring;4000 
14;10;5.2825e+09;unevenstring;4000 
15;1;5.25602e+09;unevenstring;4000 
15;2;5.03518e+09;unevenstring;4000 
15;3;5.19097e+09;unevenstring;4000 
15;4;5.18455e+09;unevenstring;4000 
15;5;5.32948e+09;unevenstring;4000 
15;6;5.2825e+09;unevenstring;4000 
15;7;5.24944e+09;unevenstring;4000 
15;8;5.02312e+09;unevenstring;4000 
15;9;5.05338e+09;unevenstring;4000 
15;10;5.24944e+09;unevenstring;4000 
16;1;5.02914e+09;unevenstring;4000 
16;2;5.26261e+09;unevenstring;4000 
16;3;5.34988e+09;unevenstring;4000 
16;4;5.419e+09;unevenstring;4000 
16;5;5.36356e+09;unevenstring;4000 
16;6;5.26261e+09;unevenstring;4000 
16;7;5.17815e+09;unevenstring;4000 
16;8;5.51157e+09;unevenstring;4000 
16;9;5.26923e+09;unevenstring;4000 
16;10;5.31597e+09;unevenstring;4000 
1;1;7.57915e+08;unevenstring;6000 
1;2;7.53378e+08;unevenstring;6000 
1;3;7.56003e+08;unevenstring;6000 
1;4;7.5564e+08;unevenstring;6000 
1;5;7.52297e+08;unevenstring;6000 
1;6;7.50681e+08;unevenstring;6000 
1;7;7.48003e+08;unevenstring;6000 
1;8;7.58738e+08;unevenstring;6000 
1;9;7.5086e+08;unevenstring;6000 
1;10;7.51488e+08;unevenstring;6000 
2;1;1.48034e+09;unevenstring;6000 
2;2;1.48244e+09;unevenstring;6000 
2;3;1.48875e+09;unevenstring;6000 
2;4;1.48418e+09;unevenstring;6000 
2;5;1.49051e+09;unevenstring;6000 
2;6;1.48559e+09;unevenstring;6000 
2;7;1.48769e+09;unevenstring;6000 
2;8;1.4891e+09;unevenstring;6000 
2;9;1.48805e+09;unevenstring;6000 
2;10;1.47652e+09;unevenstring;6000 
3;1;2.16872e+09;unevenstring;6000 
3;2;2.21764e+09;unevenstring;6000 
3;3;2.21063e+09;unevenstring;6000 
3;4;2.23577e+09;unevenstring;6000 
3;5;2.22156e+09;unevenstring;6000 
3;6;2.22864e+09;unevenstring;6000 
3;7;2.20443e+09;unevenstring;6000 
3;8;2.21608e+09;unevenstring;6000 
3;9;2.15979e+09;unevenstring;6000 
3;10;2.21686e+09;unevenstring;6000 
4;1;2.80368e+09;unevenstring;6000 
4;2;2.81245e+09;unevenstring;6000 
4;3;2.83399e+09;unevenstring;6000 
4;4;2.7962e+09;unevenstring;6000 
4;5;2.80869e+09;unevenstring;6000 
4;6;2.7582e+09;unevenstring;6000 
4;7;2.82255e+09;unevenstring;6000 
4;8;2.75699e+09;unevenstring;6000 
4;9;2.65686e+09;unevenstring;6000 
4;10;2.77646e+09;unevenstring;6000 
5;1;3.21649e+09;unevenstring;6000 
5;2;3.25813e+09;unevenstring;6000 
5;3;3.23635e+09;unevenstring;6000 
5;4;3.24972e+09;unevenstring;6000 
5;5;3.30087e+09;unevenstring;6000 
5;6;3.24135e+09;unevenstring;6000 
5;7;3.24302e+09;unevenstring;6000 
5;8;3.22473e+09;unevenstring;6000 
5;9;3.30607e+09;unevenstring;6000 
5;10;3.19525e+09;unevenstring;6000 
6;1;3.643e+09;unevenstring;6000 
6;2;3.64089e+09;unevenstring;6000 
6;3;3.60749e+09;unevenstring;6000 
6;4;3.35365e+09;unevenstring;6000 
6;5;3.61163e+09;unevenstring;6000 
6;6;3.6137e+09;unevenstring;6000 
6;7;3.643e+09;unevenstring;6000 
6;8;3.62829e+09;unevenstring;6000 
