thread;rep;throughput;target_string;file_size 
6;6;3.51282e+09;unevenstring;4000 
6;7;3.42113e+09;unevenstring;4000 
6;8;3.48654e+09;unevenstring;4000 
6;9;3.35008e+09;unevenstring;4000 
6;10;3.44926e+09;unevenstring;4000 
7;1;3.62515e+09;unevenstring;4000 
7;2;3.78889e+09;unevenstring;4000 
7;3;3.6189e+09;unevenstring;4000 
7;4;3.66635e+09;unevenstring;4000 
7;5;3.6504e+09;unevenstring;4000 
7;6;3.62829e+09;unevenstring;4000 
7;7;3.69217e+09;unevenstring;4000 
7;8;3.67599e+09;unevenstring;4000 
7;9;3.63773e+09;unevenstring;4000 
7;10;3.75834e+09;unevenstring;4000 
8;1;3.89805e+09;unevenstring;4000 
8;2;4.02911e+09;unevenstring;4000 
8;3;3.83392e+09;unevenstring;4000 
8;4;3.85861e+09;unevenstring;4000 
8;5;3.85152e+09;unevenstring;4000 
8;6;3.91625e+09;unevenstring;4000 
8;7;4.0022e+09;unevenstring;4000 
8;8;3.80608e+09;unevenstring;4000 
8;9;3.89443e+09;unevenstring;4000 
8;10;3.88361e+09;unevenstring;4000 
9;1;4.00602e+09;unevenstring;4000 
9;2;4.08802e+09;unevenstring;4000 
9;3;4.08404e+09;unevenstring;4000 
9;4;4.17344e+09;unevenstring;4000 
9;5;4.14048e+09;unevenstring;4000 
9;6;4.01753e+09;unevenstring;4000 
9;7;4.02138e+09;unevenstring;4000 
9;8;4.02524e+09;unevenstring;4000 
9;9;4.16102e+09;unevenstring;4000 
9;10;3.81995e+09;unevenstring;4000 
10;1;4.16515e+09;unevenstring;4000 
10;2;3.92725e+09;unevenstring;4000 
10;3;4.32402e+09;unevenstring;4000 
10;4;4.14457e+09;unevenstring;4000 
10;5;4.28865e+09;unevenstring;4000 
10;6;4.05247e+09;unevenstring;4000 
10;7;4.2324e+09;unevenstring;4000 
10;8;4.06031e+09;unevenstring;4000 
10;9;4.19011e+09;unevenstring;4000 
10;10;4.22387e+09;unevenstring;4000 
11;1;4.32849e+09;unevenstring;4000 
11;2;4.39194e+09;unevenstring;4000 
11;3;4.52949e+09;unevenstring;4000 
